,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,days_since_last_purchase,profit
16,1244,50,3498,2017-02-21,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-18,312.0,43.97
17,2692,91,3498,2017-08-25,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-28,127.0,25.08999999999999
18,5028,83,3498,2017-07-25,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-18,158.0,1408.91
19,13469,12,3498,2017-02-03,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19,330.0,1069.5500000000002
20,15666,99,3498,2017-06-07,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12,206.0,456.44999999999993
21,17866,98,3498,2017-02-10,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18,323.0,143.35999999999999
22,6926,1,3497,2017-11-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16,52.0,448.67999999999995
23,8276,18,3497,2017-09-01,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,1996-04-07,120.0,143.82
24,10493,78,3497,2017-09-12,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-27,109.0,1055.82
25,3479,73,3496,2017-04-18,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2014-10-12,256.0,1612.25
26,9232,29,3496,2017-04-15,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1994-07-14,259.0,135.84999999999997
27,9769,5,3496,2017-03-07,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2003-02-09,298.0,114.93
28,18797,16,3496,2017-04-02,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2010-05-07,272.0,182.81000000000017
29,4395,32,3495,2017-12-12,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-27,18.0,471.6
30,4771,0,3495,2017-12-17,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06,13.0,133.38
31,10794,25,3495,2017-03-21,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12,284.0,802.26
32,14985,4,3495,2017-02-11,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19,322.0,1383.6100000000001
33,18035,0,3495,2017-01-13,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24,351.0,167.20999999999998
34,18178,67,3495,2017-01-24,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-07,340.0,690.49
35,19948,33,3495,2017-02-28,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21,305.0,199.0999999999999
36,4369,82,3494,2017-12-26,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06,4.0,709.34
37,9577,0,3494,2017-09-08,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06,113.0,133.38
38,15474,41,3494,2017-07-24,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-09,159.0,209.84000000000003
39,18470,38,3494,2017-04-08,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17,266.0,1702.5499999999997
40,619,12,3493,2017-03-16,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-27,289.0,1055.82
41,2020,25,3493,2017-09-28,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12,93.0,802.26
42,5090,76,3493,2017-06-29,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12,184.0,129.01
43,9499,33,3493,2017-07-28,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21,155.0,199.0999999999999
44,13548,9,3493,2017-06-30,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07,183.0,133.7800000000002
45,18717,79,3493,2017-05-19,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-18,225.0,1408.91
46,6765,37,3492,2017-09-03,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22,118.0,1544.6100000000001
47,15591,11,3492,2017-10-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06,80.0,509.97
48,18129,80,3492,2017-06-10,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27,203.0,139.2299999999999
49,1282,97,3491,2017-02-02,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-31,331.0,50.66
50,6569,32,3491,2017-06-24,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-24,189.0,431.33000000000004
51,14219,48,3491,2017-04-29,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-30,245.0,812.44
52,19444,29,3491,2017-05-13,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24,231.0,135.84999999999997
53,2225,35,3490,2017-07-02,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16,181.0,448.67999999999995
54,2496,0,3490,2017-03-18,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09,287.0,91.15
55,3525,50,3490,2017-01-01,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-24,363.0,431.33000000000004
56,17257,76,3490,2017-07-17,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12,166.0,129.01
57,18685,15,3490,2017-06-12,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-14,201.0,1279.3999999999999
58,2810,69,3489,2017-04-07,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-04,267.0,198.22000000000003
59,5565,20,3489,2017-02-14,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-07,319.0,195.33999999999992
60,6733,78,3489,2017-04-05,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2015-08-04,269.0,1055.82
61,7025,85,3489,2017-01-26,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1998-12-18,338.0,547.28
62,13472,1,3489,2017-09-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-09-17,108.0,448.67999999999995
63,15729,42,3489,2017-07-16,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2006-10-03,167.0,199.0999999999999
64,871,38,3488,2017-10-22,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1997-05-12,69.0,751.02
65,16036,66,3488,2017-12-13,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2000-05-24,17.0,64.92999999999995
66,244,63,3487,2017-12-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28,10.0,1230.3000000000002
67,3155,32,3487,2017-05-17,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-27,227.0,471.6
68,4505,0,3487,2017-07-04,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24,179.0,135.84999999999997
69,727,94,3486,2017-12-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11,21.0,641.64
70,8739,74,3486,2017-06-24,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24,189.0,827.1599999999999
71,9129,89,3486,2017-04-27,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-22,247.0,1305.25
72,12572,70,3486,2017-12-21,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-13,9.0,198.29000000000002
73,8734,92,3485,2017-12-05,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-05-23,25.0,1630.25
74,14360,0,3485,2017-03-05,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2006-05-24,300.0,90.09999999999997
75,17642,72,3485,2017-05-29,1.0,Cancelled,OHM Cycles,Standard,medium,medium,912.52,141.4,1993-06-25,215.0,771.12
76,391,86,3484,2017-10-12,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1997-10-06,79.0,309.80999999999995
77,3163,69,3484,2017-09-03,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2004-01-18,118.0,445.2099999999999
78,3375,85,3484,2017-09-19,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2011-03-18,102.0,827.1599999999999
79,6490,38,3484,2017-06-20,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2003-03-20,193.0,1702.5499999999997
81,8496,23,3484,2017-02-28,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2004-08-19,305.0,817.36
82,10734,1,3484,2017-02-18,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1995-10-26,315.0,1010.02
83,1766,0,3483,2017-09-04,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,2012-06-06,117.0,104.24000000000001
84,4773,14,3483,2017-04-29,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,2016-12-08,245.0,737.1700000000001
85,5738,64,3483,2017-01-03,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1998-12-19,361.0,217.51
86,6572,53,3483,2017-03-23,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2003-08-07,282.0,509.97
87,8265,100,3483,2017-04-01,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1994-09-11,273.0,152.54999999999995
88,11001,32,3483,2017-02-20,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,2013-06-11,313.0,471.6
89,610,85,3482,2017-10-20,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2000-11-05,71.0,547.28
90,5909,74,3482,2017-01-11,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2015-08-12,353.0,827.1599999999999
91,6719,24,3482,2017-03-12,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2006-11-12,293.0,957.02
92,7493,1,3482,2017-04-02,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2003-02-09,272.0,448.67999999999995
93,12666,64,3482,2017-07-10,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2010-08-22,173.0,872.8900000000001
94,15230,78,3482,2017-03-01,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-12-20,304.0,1055.82
95,18220,42,3482,2017-12-03,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1993-04-14,27.0,199.0999999999999
96,19235,94,3482,2017-07-26,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2016-03-31,157.0,641.64
97,558,0,3481,2017-02-22,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-13,311.0,198.29000000000002
98,7634,0,3481,2017-03-09,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-14,296.0,356.5
99,8062,0,3481,2017-07-11,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12,172.0,57.72999999999999
100,8658,74,3481,2017-11-06,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-30,54.0,812.44
101,9197,0,3481,2017-05-04,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09,240.0,110.56
102,14492,50,3481,2017-10-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-24,88.0,431.33000000000004
103,19785,32,3481,2017-07-03,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-27,180.0,471.6
104,1730,96,3480,2017-12-14,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12,16.0,129.01
105,2542,10,3480,2017-01-26,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05,338.0,1103.43
106,17300,59,3480,2017-10-29,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-22,62.0,327.9799999999999
107,18014,15,3480,2017-09-08,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-09,113.0,209.84000000000003
108,5478,90,3479,2017-06-09,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-12,204.0,72.59999999999997
109,6118,11,3479,2017-03-19,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06,286.0,509.97
110,9336,84,3479,2017-05-26,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-20,218.0,75.48000000000002
111,10722,54,3479,2017-11-29,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-14,31.0,1279.3999999999999
112,12014,80,3479,2017-05-29,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27,215.0,139.2299999999999
113,16624,47,3479,2017-10-26,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-03,65.0,189.27999999999997
114,1318,12,3478,2017-06-08,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19,205.0,1069.5500000000002
115,2864,32,3478,2017-09-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-24,97.0,431.33000000000004
116,4306,74,3478,2017-11-05,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24,55.0,827.1599999999999
117,11497,27,3478,2017-12-01,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25,29.0,110.80999999999995
118,14101,100,3478,2017-11-20,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-08,40.0,830.2399999999999
119,18185,65,3478,2017-10-11,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23,80.0,1028.76
120,602,89,3477,2017-08-23,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2003-09-12,129.0,1305.25
121,1907,60,3477,2017-05-06,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1998-12-19,238.0,217.51
122,3426,50,3477,2017-10-27,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2001-11-27,64.0,43.97
123,6200,69,3477,2017-10-25,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2014-10-12,66.0,198.22000000000003
124,8386,1,3477,2017-09-25,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2005-08-11,96.0,448.67999999999995
125,10526,42,3477,2017-05-10,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1999-12-06,234.0,199.0999999999999
126,13272,53,3477,2017-02-27,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2003-07-23,306.0,693.76
128,465,31,3476,2017-04-17,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12,257.0,57.72999999999999
129,3225,31,3476,2017-11-02,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12,58.0,57.72999999999999
130,11767,93,3476,2017-11-10,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05,50.0,834.9399999999999
131,14969,27,3476,2017-08-20,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25,132.0,110.80999999999995
132,17112,6,3476,2017-07-17,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09,166.0,91.15
133,4817,50,3475,2017-12-27,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-18,3.0,43.97
134,5934,74,3475,2017-06-25,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24,188.0,827.1599999999999
135,12387,64,3475,2017-03-17,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20,288.0,872.8900000000001
136,12815,58,3475,2017-02-11,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20,322.0,771.12
137,1390,49,3474,2017-08-15,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-10-06,137.0,133.38
138,1976,3,3474,2017-08-26,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2015-05-23,126.0,1702.5499999999997
139,9955,15,3474,2017-09-10,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2013-03-14,111.0,209.84000000000003
140,16442,70,3474,2017-10-20,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1999-07-28,71.0,198.29000000000002
141,16803,5,3474,2017-07-13,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2004-08-09,170.0,114.93
142,60,60,3473,2017-12-18,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2014-07-30,12.0,217.51
143,11079,1,3473,2017-08-04,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1997-08-27,148.0,448.67999999999995
144,16206,33,3473,2017-10-07,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1999-12-06,84.0,144.26
145,17845,53,3473,2017-05-19,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2005-10-24,225.0,693.76
146,2494,20,3472,2017-08-20,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1993-05-28,132.0,195.33999999999992
147,11654,5,3472,2017-02-09,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2007-08-06,324.0,114.93
148,11720,15,3472,2017-12-25,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1996-04-07,5.0,209.84000000000003
149,16686,64,3472,2017-07-15,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20,168.0,872.8900000000001
150,19420,55,3472,2017-02-07,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1997-10-06,326.0,1295.43
151,19772,6,3472,2017-02-09,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-30,324.0,91.15
152,4908,0,3471,2017-06-30,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1992-10-13,183.0,57.72999999999999
153,5373,62,3471,2017-02-24,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-11,309.0,409.8600000000001
154,7394,82,3471,2017-04-30,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1992-10-13,244.0,709.34
155,17229,14,3471,2017-08-04,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,2000-05-24,148.0,737.1700000000001
156,93,33,3470,2017-11-28,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1999-12-06,32.0,144.26
157,656,26,3470,2017-12-28,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2015-08-04,2.0,1230.3000000000002
158,1883,43,3470,2017-06-27,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2015-10-20,186.0,502.47
159,2771,51,3470,2017-01-01,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2007-12-13,363.0,802.26
160,5238,24,3470,2017-11-02,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2016-12-08,58.0,957.02
161,6280,8,3470,2017-09-18,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1993-04-22,103.0,187.38999999999987
162,9979,3,3470,2017-07-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-08-09,177.0,1702.5499999999997
163,18036,3,3470,2017-04-27,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1997-05-12,247.0,1702.5499999999997
164,1314,5,3469,2017-06-04,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2007-08-06,209.0,114.93
165,2192,2,3469,2017-11-22,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2004-09-30,38.0,17.869999999999997
167,9347,8,3469,2017-08-06,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2014-03-05,146.0,187.38999999999987
168,507,71,3468,2017-09-02,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-26,119.0,737.1700000000001
169,1461,72,3468,2017-03-26,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-08,279.0,90.09999999999997
170,2297,34,3468,2017-12-04,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20,26.0,309.80999999999995
172,10435,14,3468,2017-12-29,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07,1.0,152.54999999999995
173,15307,70,3468,2017-09-11,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-13,110.0,198.29000000000002
174,17555,60,3468,2017-12-27,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26,3.0,217.51
175,266,44,3467,2017-11-07,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-11,53.0,1660.88
176,820,32,3467,2017-10-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-24,83.0,431.33000000000004
177,2667,52,3467,2017-04-17,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27,257.0,450.77
178,5701,10,3467,2017-12-25,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05,5.0,1103.43
179,10417,79,3467,2017-07-02,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11,181.0,737.5699999999999
180,11640,38,3467,2017-05-02,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-18,242.0,751.02
181,249,61,3466,2017-02-10,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-19,323.0,14.229999999999997
182,12919,16,3466,2017-10-23,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11,68.0,182.81000000000017
183,17495,23,3466,2017-08-25,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-04,127.0,75.75
184,1216,61,3465,2017-07-29,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1998-12-18,154.0,64.50999999999999
185,2945,0,3465,2017-10-19,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2016-07-11,72.0,91.15
186,9210,33,3465,2017-04-21,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2011-05-11,253.0,199.0999999999999
187,15969,45,3465,2017-03-24,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2007-08-06,281.0,745.94
188,16558,40,3465,2017-08-28,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2015-06-19,124.0,1295.43
189,17120,10,3465,2017-06-21,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-09-02,192.0,1612.25
190,18068,0,3465,2017-06-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-18,209.0,57.72999999999999
191,18070,97,3465,2017-03-24,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1996-11-11,281.0,75.13999999999999
192,18486,67,3465,2017-07-01,1.0,Cancelled,Solex,Standard,medium,large,1071.23,380.74,1996-04-07,182.0,690.49
193,19171,19,3465,2017-05-03,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2003-02-09,241.0,114.93
196,1096,34,3463,2017-01-30,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20,334.0,309.80999999999995
197,10382,23,3463,2017-02-03,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-04,330.0,75.75
198,12832,40,3463,2017-11-03,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-04,57.0,583.2700000000001
199,19648,91,3463,2017-06-12,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-28,201.0,25.08999999999999
200,2022,45,3462,2017-12-09,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-30,21.0,745.94
201,7845,36,3462,2017-11-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-13,51.0,1215.34
202,10432,21,3462,2017-06-03,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05,210.0,1103.43
203,13764,15,3462,2017-05-07,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-14,237.0,1279.3999999999999
204,16340,0,3462,2017-11-16,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-12,44.0,72.59999999999997
205,1613,58,3461,2017-01-07,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-06-19,357.0,771.12
206,5967,34,3461,2017-07-19,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1999-07-22,164.0,309.80999999999995
207,6878,42,3461,2017-04-12,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2012-06-06,262.0,199.0999999999999
208,13937,80,3461,2017-08-14,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-08-27,138.0,139.2299999999999
